superpathway of phospholipid biosynthesis
ester phospholipid biosynthesis
Phosphatidylcholine Biosynthesis PC(14:0/22:5(7Z,10Z,13Z,16Z,19Z))
Phosphatidylcholine Biosynthesis PC(14:1(9Z)/14:0)
Phosphatidylcholine Biosynthesis PC(14:1(9Z)/16:1(9Z))
Phosphatidylcholine Biosynthesis PC(14:1(9Z)/18:2(9Z,12Z))
Phosphatidylcholine Biosynthesis PC(14:1(9Z)/20:0)
Phosphatidylcholine Biosynthesis PC(14:1(9Z)/20:3(8Z,11Z,14Z))
Phosphatidylcholine Biosynthesis PC(14:1(9Z)/22:0)
Phosphatidylcholine Biosynthesis PC(14:1(9Z)/22:5(4Z,7Z,10Z,13Z,16Z))
Phosphatidylcholine Biosynthesis PC(14:1(9Z)/24:1(15Z))
Phosphatidylcholine Biosynthesis PC(15:0/16:0)
Phosphatidylcholine Biosynthesis PC(15:0/18:1(9Z))
Phosphatidylcholine Biosynthesis PC(15:0/18:4(6Z,9Z,12Z,15Z))
Phosphatidylcholine Biosynthesis PC(15:0/20:3(5Z,8Z,11Z))
Phosphatidylcholine Biosynthesis PC(15:0/20:5(5Z,8Z,11Z,14Z,17Z))
Phosphatidylcholine Biosynthesis PC(15:0/22:4(7Z,10Z,13Z,16Z))
Phosphatidylcholine Biosynthesis PC(15:0/24:0)
Phosphatidylcholine Biosynthesis PC(16:0/15:0)
Phosphatidylcholine Biosynthesis PC(16:0/18:1(11Z))
Phosphatidylcholine Biosynthesis PC(16:0/18:3(9Z,12Z,15Z))
Phosphatidylcholine Biosynthesis PC(16:0/20:2(11Z,14Z))
Phosphatidylcholine Biosynthesis PC(16:0/20:4(8Z,11Z,14Z,17Z))
Phosphatidylcholine Biosynthesis PC(16:0/22:2(13Z,16Z))
Phosphatidylcholine Biosynthesis PC(16:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))
Phosphatidylcholine Biosynthesis PC(16:1(9Z)/14:1(9Z))
Phosphatidylcholine Biosynthesis PC(16:1(9Z)/18:0)
Phosphatidylcholine Biosynthesis PC(16:1(9Z)/18:3(6Z,9Z,12Z))
Phosphatidylcholine Biosynthesis PC(16:1(9Z)/20:1(11Z))
Phosphatidylcholine Biosynthesis PC(16:1(9Z)/20:4(5Z,8Z,11Z,14Z))
Phosphatidylcholine Biosynthesis PC(16:1(9Z)/22:1(13Z))
Phosphatidylcholine Biosynthesis PC(16:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z))
Phosphatidylcholine Biosynthesis PC(18:0/14:0)
Phosphatidylcholine Biosynthesis PC(18:0/16:1(9Z))
Phosphatidylcholine Biosynthesis PC(18:0/18:2(9Z,12Z))
Phosphatidylcholine Biosynthesis PC(18:0/20:0)
Phosphatidylcholine Biosynthesis PC(18:0/20:3(8Z,11Z,14Z))
Phosphatidylcholine Biosynthesis PC(18:0/22:0)
Phosphatidylcholine Biosynthesis PC(18:0/22:5(4Z,7Z,10Z,13Z,16Z))
Phosphatidylcholine Biosynthesis PC(18:0/24:1(15Z))
Phosphatidylcholine Biosynthesis PC(18:1(11Z)/16:0)
Phosphatidylcholine Biosynthesis PC(18:1(11Z)/18:1(9Z))
Phosphatidylcholine Biosynthesis PC(18:1(11Z)/18:4(6Z,9Z,12Z,15Z))
Phosphatidylcholine Biosynthesis PC(18:1(11Z)/20:3(5Z,8Z,11Z))
Phosphatidylcholine Biosynthesis PC(18:1(11Z)/20:5(5Z,8Z,11Z,14Z,17Z))
Phosphatidylcholine Biosynthesis PC(18:1(11Z)/22:4(7Z,10Z,13Z,16Z))
Phosphatidylcholine Biosynthesis PC(18:1(11Z)/24:0)
Phosphatidylcholine Biosynthesis PC(18:1(9Z)/15:0)
Phosphatidylcholine Biosynthesis PC(18:1(9Z)/18:1(11Z))
Phosphatidylcholine Biosynthesis PC(18:1(9Z)/18:3(9Z,12Z,15Z))
Phosphatidylcholine Biosynthesis PC(18:1(9Z)/20:2(11Z,14Z))
Phosphatidylcholine Biosynthesis PC(18:1(9Z)/20:4(8Z,11Z,14Z,17Z))
Phosphatidylcholine Biosynthesis PC(18:1(9Z)/22:2(13Z,16Z))
Phosphatidylcholine Biosynthesis PC(18:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))
Phosphatidylcholine Biosynthesis PC(18:2(9Z,12Z)/15:0)
Phosphatidylcholine Biosynthesis PC(18:2(9Z,12Z)/18:1(11Z))
Phosphatidylcholine Biosynthesis PC(18:2(9Z,12Z)/18:3(9Z,12Z,15Z))
Phosphatidylcholine Biosynthesis PC(18:2(9Z,12Z)/20:2(11Z,14Z))
Phosphatidylcholine Biosynthesis PC(18:2(9Z,12Z)/20:4(8Z,11Z,14Z,17Z))
Phosphatidylcholine Biosynthesis PC(18:2(9Z,12Z)/22:2(13Z,16Z))
Phosphatidylcholine Biosynthesis PC(18:2(9Z,12Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))
Phosphatidylcholine Biosynthesis PC(18:3(6Z,9Z,12Z)/14:1(9Z))
Phosphatidylcholine Biosynthesis PC(18:3(6Z,9Z,12Z)/18:0)
Phosphatidylcholine Biosynthesis PC(18:3(6Z,9Z,12Z)/18:3(6Z,9Z,12Z))
Phosphatidylcholine Biosynthesis PC(18:3(6Z,9Z,12Z)/20:1(11Z))
Phosphatidylcholine Biosynthesis PC(18:3(6Z,9Z,12Z)/20:4(5Z,8Z,11Z,14Z))
Phosphatidylcholine Biosynthesis PC(18:3(6Z,9Z,12Z)/22:1(13Z))
Phosphatidylcholine Biosynthesis PC(18:3(6Z,9Z,12Z)/22:5(7Z,10Z,13Z,16Z,19Z))
Phosphatidylcholine Biosynthesis PC(18:3(9Z,12Z,15Z)/14:0)
Phosphatidylcholine Biosynthesis PC(18:3(9Z,12Z,15Z)/16:1(9Z))
Phosphatidylcholine Biosynthesis PC(18:3(9Z,12Z,15Z)/18:2(9Z,12Z))
Phosphatidylcholine Biosynthesis PC(18:3(9Z,12Z,15Z)/20:0)
Phosphatidylcholine Biosynthesis PC(18:3(9Z,12Z,15Z)/20:3(8Z,11Z,14Z))
Phosphatidylcholine Biosynthesis PC(18:3(9Z,12Z,15Z)/22:0)
Phosphatidylcholine Biosynthesis PC(18:3(9Z,12Z,15Z)/22:5(4Z,7Z,10Z,13Z,16Z))
Phosphatidylcholine Biosynthesis PC(18:3(9Z,12Z,15Z)/24:1(15Z))
Phosphatidylcholine Biosynthesis PC(18:4(6Z,9Z,12Z,15Z)/16:0)
Phosphatidylcholine Biosynthesis PC(18:4(6Z,9Z,12Z,15Z)/18:1(9Z))
Phosphatidylcholine Biosynthesis PC(18:4(6Z,9Z,12Z,15Z)/18:4(6Z,9Z,12Z,15Z))
Phosphatidylcholine Biosynthesis PC(18:4(6Z,9Z,12Z,15Z)/20:3(5Z,8Z,11Z))
Phosphatidylcholine Biosynthesis PC(18:4(6Z,9Z,12Z,15Z)/20:5(5Z,8Z,11Z,14Z,17Z))
Phosphatidylcholine Biosynthesis PC(18:4(6Z,9Z,12Z,15Z)/22:4(7Z,10Z,13Z,16Z))
Phosphatidylcholine Biosynthesis PC(18:4(6Z,9Z,12Z,15Z)/24:0)
Phosphatidylcholine Biosynthesis PC(20:0/15:0)
Phosphatidylcholine Biosynthesis PC(20:0/18:1(11Z))
Phosphatidylcholine Biosynthesis PC(20:0/18:3(9Z,12Z,15Z))
Phosphatidylcholine Biosynthesis PC(20:0/20:2(11Z,14Z))
Phosphatidylcholine Biosynthesis PC(20:0/20:4(8Z,11Z,14Z,17Z))
Phosphatidylcholine Biosynthesis PC(20:0/22:2(13Z,16Z))
Phosphatidylcholine Biosynthesis PC(20:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))
Phosphatidylcholine Biosynthesis PC(20:1(11Z)/14:1(9Z))
Phosphatidylcholine Biosynthesis PC(20:1(11Z)/18:0)
Phosphatidylcholine Biosynthesis PC(20:1(11Z)/18:3(6Z,9Z,12Z))
Phosphatidylcholine Biosynthesis PC(20:1(11Z)/20:1(11Z))
Phosphatidylcholine Biosynthesis PC(20:1(11Z)/20:4(5Z,8Z,11Z,14Z))
Phosphatidylcholine Biosynthesis PC(20:1(11Z)/22:1(13Z))
Phosphatidylcholine Biosynthesis PC(20:1(11Z)/22:5(7Z,10Z,13Z,16Z,19Z))
Phosphatidylcholine Biosynthesis PC(20:2(11Z,14Z)/14:0)
Phosphatidylcholine Biosynthesis PC(20:2(11Z,14Z)/16:1(9Z))
Phosphatidylcholine Biosynthesis PC(20:2(11Z,14Z)/18:2(9Z,12Z))
Phosphatidylcholine Biosynthesis PC(20:2(11Z,14Z)/20:0)
Phosphatidylcholine Biosynthesis PC(20:2(11Z,14Z)/20:3(8Z,11Z,14Z))
Phosphatidylcholine Biosynthesis PC(20:2(11Z,14Z)/22:0)
Phosphatidylcholine Biosynthesis PC(20:2(11Z,14Z)/22:5(4Z,7Z,10Z,13Z,16Z))
Phosphatidylcholine Biosynthesis PC(20:2(11Z,14Z)/24:1(15Z))
Phosphatidylcholine Biosynthesis PC(20:3(5Z,8Z,11Z)/16:0)
Phosphatidylcholine Biosynthesis PC(20:3(5Z,8Z,11Z)/18:1(9Z))
Phosphatidylcholine Biosynthesis PC(20:3(5Z,8Z,11Z)/18:4(6Z,9Z,12Z,15Z))
Phosphatidylcholine Biosynthesis PC(20:3(5Z,8Z,11Z)/20:3(5Z,8Z,11Z))
Phosphatidylcholine Biosynthesis PC(20:3(5Z,8Z,11Z)/20:5(5Z,8Z,11Z,14Z,17Z))
Phosphatidylcholine Biosynthesis PC(20:3(5Z,8Z,11Z)/22:4(7Z,10Z,13Z,16Z))
Phosphatidylcholine Biosynthesis PC(20:3(5Z,8Z,11Z)/24:0)
Phosphatidylcholine Biosynthesis PC(20:3(8Z,11Z,14Z)/15:0)
Phosphatidylcholine Biosynthesis PC(20:3(8Z,11Z,14Z)/18:1(11Z))
Phosphatidylcholine Biosynthesis PC(20:3(8Z,11Z,14Z)/18:3(9Z,12Z,15Z))
Phosphatidylcholine Biosynthesis PC(20:3(8Z,11Z,14Z)/20:2(11Z,14Z))
Phosphatidylcholine Biosynthesis PC(20:3(8Z,11Z,14Z)/20:4(8Z,11Z,14Z,17Z))
Phosphatidylcholine Biosynthesis PC(20:3(8Z,11Z,14Z)/22:2(13Z,16Z))
Phosphatidylcholine Biosynthesis PC(20:3(8Z,11Z,14Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))
Phosphatidylcholine Biosynthesis PC(20:4(5Z,8Z,11Z,14Z)/14:1(9Z))
Phosphatidylcholine Biosynthesis PC(20:4(5Z,8Z,11Z,14Z)/18:0)
Phosphatidylcholine Biosynthesis PC(20:4(5Z,8Z,11Z,14Z)/18:3(6Z,9Z,12Z))
Phosphatidylcholine Biosynthesis PC(20:4(5Z,8Z,11Z,14Z)/20:1(11Z))
Phosphatidylcholine Biosynthesis PC(20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z))
Phosphatidylcholine Biosynthesis PC(20:4(5Z,8Z,11Z,14Z)/22:1(13Z))
Phosphatidylcholine Biosynthesis PC(20:4(5Z,8Z,11Z,14Z)/22:5(7Z,10Z,13Z,16Z,19Z))
Phosphatidylcholine Biosynthesis PC(20:4(8Z,11Z,14Z,17Z)/14:0)
Phosphatidylcholine Biosynthesis PC(20:4(8Z,11Z,14Z,17Z)/16:1(9Z))
Phosphatidylcholine Biosynthesis PC(20:4(8Z,11Z,14Z,17Z)/18:2(9Z,12Z))
Phosphatidylcholine Biosynthesis PC(20:4(8Z,11Z,14Z,17Z)/20:0)
Phosphatidylcholine Biosynthesis PC(20:4(8Z,11Z,14Z,17Z)/20:3(8Z,11Z,14Z))
Phosphatidylcholine Biosynthesis PC(20:4(8Z,11Z,14Z,17Z)/22:0)
Phosphatidylcholine Biosynthesis PC(20:4(8Z,11Z,14Z,17Z)/22:5(4Z,7Z,10Z,13Z,16Z))
Phosphatidylcholine Biosynthesis PC(20:4(8Z,11Z,14Z,17Z)/24:1(15Z))
Phosphatidylcholine Biosynthesis PC(20:5(5Z,8Z,11Z,14Z,17Z)/16:0)
Phosphatidylcholine Biosynthesis PC(20:5(5Z,8Z,11Z,14Z,17Z)/18:1(9Z))
Phosphatidylcholine Biosynthesis PC(20:5(5Z,8Z,11Z,14Z,17Z)/18:4(6Z,9Z,12Z,15Z))
Phosphatidylcholine Biosynthesis PC(20:5(5Z,8Z,11Z,14Z,17Z)/20:3(5Z,8Z,11Z))
Phosphatidylcholine Biosynthesis PC(20:5(5Z,8Z,11Z,14Z,17Z)/20:5(5Z,8Z,11Z,14Z,17Z))
Phosphatidylcholine Biosynthesis PC(20:5(5Z,8Z,11Z,14Z,17Z)/22:4(7Z,10Z,13Z,16Z))
Phosphatidylcholine Biosynthesis PC(20:5(5Z,8Z,11Z,14Z,17Z)/24:0)
Phosphatidylcholine Biosynthesis PC(22:0/15:0)
Phosphatidylcholine Biosynthesis PC(22:0/18:1(11Z))
Phosphatidylcholine Biosynthesis PC(22:0/18:3(9Z,12Z,15Z))
Phosphatidylcholine Biosynthesis PC(22:0/20:2(11Z,14Z))
Phosphatidylcholine Biosynthesis PC(22:0/20:4(8Z,11Z,14Z,17Z))
Phosphatidylcholine Biosynthesis PC(22:0/22:2(13Z,16Z))
Phosphatidylcholine Biosynthesis PC(22:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))
Phosphatidylcholine Biosynthesis PC(22:1(13Z)/14:1(9Z))
Phosphatidylcholine Biosynthesis PC(22:1(13Z)/18:0)
Phosphatidylcholine Biosynthesis PC(22:1(13Z)/18:3(6Z,9Z,12Z))
Phosphatidylcholine Biosynthesis PC(22:1(13Z)/20:1(11Z))
Phosphatidylcholine Biosynthesis PC(22:1(13Z)/20:4(5Z,8Z,11Z,14Z))
Phosphatidylcholine Biosynthesis PC(22:1(13Z)/22:1(13Z))
Phosphatidylcholine Biosynthesis PC(22:1(13Z)/22:5(7Z,10Z,13Z,16Z,19Z))
Phosphatidylcholine Biosynthesis PC(22:2(13Z,16Z)/14:0)
Phosphatidylcholine Biosynthesis PC(22:2(13Z,16Z)/16:1(9Z))
Phosphatidylcholine Biosynthesis PC(22:2(13Z,16Z)/18:2(9Z,12Z))
Phosphatidylcholine Biosynthesis PC(22:2(13Z,16Z)/20:0)
Phosphatidylcholine Biosynthesis PC(22:2(13Z,16Z)/20:3(8Z,11Z,14Z))
Phosphatidylcholine Biosynthesis PC(22:2(13Z,16Z)/22:0)
Phosphatidylcholine Biosynthesis PC(22:2(13Z,16Z)/22:5(4Z,7Z,10Z,13Z,16Z))
Phosphatidylcholine Biosynthesis PC(22:2(13Z,16Z)/24:1(15Z))
Phosphatidylcholine Biosynthesis PC(22:4(7Z,10Z,13Z,16Z)/16:0)
Phosphatidylcholine Biosynthesis PC(22:4(7Z,10Z,13Z,16Z)/18:1(9Z))
Phosphatidylcholine Biosynthesis PC(22:4(7Z,10Z,13Z,16Z)/18:4(6Z,9Z,12Z,15Z))
Phosphatidylcholine Biosynthesis PC(22:4(7Z,10Z,13Z,16Z)/20:3(5Z,8Z,11Z))
Phosphatidylcholine Biosynthesis PC(22:4(7Z,10Z,13Z,16Z)/20:5(5Z,8Z,11Z,14Z,17Z))
Phosphatidylcholine Biosynthesis PC(22:4(7Z,10Z,13Z,16Z)/22:4(7Z,10Z,13Z,16Z))
Phosphatidylcholine Biosynthesis PC(22:4(7Z,10Z,13Z,16Z)/24:0)
Phosphatidylcholine Biosynthesis PC(22:5(4Z,7Z,10Z,13Z,16Z)/15:0)
Phosphatidylcholine Biosynthesis PC(22:5(4Z,7Z,10Z,13Z,16Z)/18:1(11Z))
Phosphatidylcholine Biosynthesis PC(22:5(4Z,7Z,10Z,13Z,16Z)/18:3(9Z,12Z,15Z))
Phosphatidylcholine Biosynthesis PC(22:5(4Z,7Z,10Z,13Z,16Z)/20:2(11Z,14Z))
Phosphatidylcholine Biosynthesis PC(22:5(4Z,7Z,10Z,13Z,16Z)/20:4(8Z,11Z,14Z,17Z))
Phosphatidylcholine Biosynthesis PC(22:5(4Z,7Z,10Z,13Z,16Z)/22:2(13Z,16Z))
Phosphatidylcholine Biosynthesis PC(22:5(4Z,7Z,10Z,13Z,16Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))
Phosphatidylcholine Biosynthesis PC(22:5(7Z,10Z,13Z,16Z,19Z)/14:1(9Z))
Phosphatidylcholine Biosynthesis PC(22:5(7Z,10Z,13Z,16Z,19Z)/18:0)
Phosphatidylcholine Biosynthesis PC(22:5(7Z,10Z,13Z,16Z,19Z)/18:3(6Z,9Z,12Z))
Phosphatidylcholine Biosynthesis PC(22:5(7Z,10Z,13Z,16Z,19Z)/20:1(11Z))
Phosphatidylcholine Biosynthesis PC(22:5(7Z,10Z,13Z,16Z,19Z)/20:4(5Z,8Z,11Z,14Z))
Phosphatidylcholine Biosynthesis PC(22:5(7Z,10Z,13Z,16Z,19Z)/22:1(13Z))
Phosphatidylcholine Biosynthesis PC(22:5(7Z,10Z,13Z,16Z,19Z)/22:5(7Z,10Z,13Z,16Z,19Z))
Phosphatidylcholine Biosynthesis PC(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/14:0)
Phosphatidylcholine Biosynthesis PC(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/16:1(9Z))
Phosphatidylcholine Biosynthesis PC(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:2(9Z,12Z))
Phosphatidylcholine Biosynthesis PC(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/20:0)
Phosphatidylcholine Biosynthesis PC(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/20:3(8Z,11Z,14Z))
Phosphatidylcholine Biosynthesis PC(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:0)
Phosphatidylcholine Biosynthesis PC(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:5(4Z,7Z,10Z,13Z,16Z))
Phosphatidylcholine Biosynthesis PC(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/24:1(15Z))
Phosphatidylcholine Biosynthesis PC(24:0/16:0)
Phosphatidylcholine Biosynthesis PC(24:0/18:1(9Z))
Phosphatidylcholine Biosynthesis PC(24:0/18:4(6Z,9Z,12Z,15Z))
Phosphatidylcholine Biosynthesis PC(24:0/20:3(5Z,8Z,11Z))
Phosphatidylcholine Biosynthesis PC(24:0/20:5(5Z,8Z,11Z,14Z,17Z))
Phosphatidylcholine Biosynthesis PC(24:0/22:4(7Z,10Z,13Z,16Z))
Phosphatidylcholine Biosynthesis PC(24:0/24:0)
Phosphatidylcholine Biosynthesis PC(24:1(15Z)/15:0)
Phosphatidylcholine Biosynthesis PC(24:1(15Z)/18:1(11Z))
Phosphatidylcholine Biosynthesis PC(24:1(15Z)/18:3(9Z,12Z,15Z))
Phosphatidylcholine Biosynthesis PC(24:1(15Z)/20:2(11Z,14Z))
Phosphatidylcholine Biosynthesis PC(24:1(15Z)/20:4(8Z,11Z,14Z,17Z))
Phosphatidylcholine Biosynthesis PC(24:1(15Z)/22:2(13Z,16Z))
Phosphatidylcholine Biosynthesis PC(24:1(15Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))
Phosphatidylethanolamine Biosynthesis PE(14:0/14:1(9Z))
Phosphatidylethanolamine Biosynthesis PE(14:0/18:0)
Phosphatidylethanolamine Biosynthesis PE(14:0/18:3(6Z,9Z,12Z))
Phosphatidylethanolamine Biosynthesis PE(14:0/20:1(11Z))
Phosphatidylethanolamine Biosynthesis PE(14:0/20:4(5Z,8Z,11Z,14Z))
Phosphatidylethanolamine Biosynthesis PE(14:0/22:1(13Z))
Phosphatidylethanolamine Biosynthesis PE(14:0/22:5(7Z,10Z,13Z,16Z,19Z))
Phosphatidylethanolamine Biosynthesis PE(14:1(9Z)/14:0)
Phosphatidylethanolamine Biosynthesis PE(14:1(9Z)/16:1(9Z))
Phosphatidylethanolamine Biosynthesis PE(14:1(9Z)/18:2(9Z,12Z))
Phosphatidylethanolamine Biosynthesis PE(14:1(9Z)/20:0)
Phosphatidylethanolamine Biosynthesis PE(14:1(9Z)/20:3(8Z,11Z,14Z))
Phosphatidylethanolamine Biosynthesis PE(14:1(9Z)/22:0)
Phosphatidylethanolamine Biosynthesis PE(14:1(9Z)/22:5(4Z,7Z,10Z,13Z,16Z))
Phosphatidylethanolamine Biosynthesis PE(14:1(9Z)/24:1(15Z))
Phosphatidylethanolamine Biosynthesis PE(15:0/16:0)
Phosphatidylethanolamine Biosynthesis PE(15:0/18:1(9Z))
Phosphatidylethanolamine Biosynthesis PE(15:0/18:4(6Z,9Z,12Z,15Z))
Phosphatidylethanolamine Biosynthesis PE(15:0/20:3(5Z,8Z,11Z))
Phosphatidylethanolamine Biosynthesis PE(15:0/20:5(5Z,8Z,11Z,14Z,17Z))
Phosphatidylethanolamine Biosynthesis PE(15:0/22:4(7Z,10Z,13Z,16Z))
Phosphatidylethanolamine Biosynthesis PE(15:0/24:0)
Phosphatidylethanolamine Biosynthesis PE(16:0/15:0)
Phosphatidylethanolamine Biosynthesis PE(16:0/18:1(11Z))
Phosphatidylethanolamine Biosynthesis PE(16:0/18:3(9Z,12Z,15Z))
Phosphatidylethanolamine Biosynthesis PE(16:0/20:2(11Z,14Z))
Phosphatidylethanolamine Biosynthesis PE(16:0/20:4(8Z,11Z,14Z,17Z))
Phosphatidylethanolamine Biosynthesis PE(16:0/22:2(13Z,16Z))
Phosphatidylethanolamine Biosynthesis PE(16:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))
Phosphatidylethanolamine Biosynthesis PE(16:1(9Z)/14:1(9Z))
Phosphatidylethanolamine Biosynthesis PE(16:1(9Z)/18:1(11Z))
Phosphatidylethanolamine Biosynthesis PE(16:1(9Z)/18:3(9Z,12Z,15Z))
Phosphatidylethanolamine Biosynthesis PE(16:1(9Z)/20:2(11Z,14Z))
Phosphatidylethanolamine Biosynthesis PE(16:1(9Z)/20:4(8Z,11Z,14Z,17Z))
Phosphatidylethanolamine Biosynthesis PE(16:1(9Z)/22:2(13Z,16Z))
Phosphatidylethanolamine Biosynthesis PE(16:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))
Phosphatidylethanolamine Biosynthesis PE(18:0/14:1(9Z))
Phosphatidylethanolamine Biosynthesis PE(18:0/18:0)
Phosphatidylethanolamine Biosynthesis PE(18:0/18:3(6Z,9Z,12Z))
Phosphatidylethanolamine Biosynthesis PE(18:0/20:1(11Z))
Phosphatidylethanolamine Biosynthesis PE(18:0/20:4(5Z,8Z,11Z,14Z))
Phosphatidylethanolamine Biosynthesis PE(18:0/22:1(13Z))
Phosphatidylethanolamine Biosynthesis PE(18:0/22:5(7Z,10Z,13Z,16Z,19Z))
Phosphatidylethanolamine Biosynthesis PE(18:1(11Z)/14:0)
Phosphatidylethanolamine Biosynthesis PE(18:1(11Z)/16:1(9Z))
Phosphatidylethanolamine Biosynthesis PE(18:1(11Z)/18:2(9Z,12Z))
Phosphatidylethanolamine Biosynthesis PE(18:1(11Z)/20:0)
Phosphatidylethanolamine Biosynthesis PE(18:1(11Z)/20:3(8Z,11Z,14Z))
Phosphatidylethanolamine Biosynthesis PE(18:1(11Z)/22:0)
Phosphatidylethanolamine Biosynthesis PE(18:1(11Z)/22:5(4Z,7Z,10Z,13Z,16Z))
Phosphatidylethanolamine Biosynthesis PE(18:1(11Z)/24:1(15Z))
Phosphatidylethanolamine Biosynthesis PE(18:1(9Z)/16:0)
Phosphatidylethanolamine Biosynthesis PE(18:1(9Z)/18:1(9Z))
Phosphatidylethanolamine Biosynthesis PE(18:1(9Z)/18:4(6Z,9Z,12Z,15Z))
Phosphatidylethanolamine Biosynthesis PE(18:1(9Z)/20:3(5Z,8Z,11Z))
Phosphatidylethanolamine Biosynthesis PE(18:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z))
Phosphatidylethanolamine Biosynthesis PE(18:1(9Z)/22:4(7Z,10Z,13Z,16Z))
Phosphatidylethanolamine Biosynthesis PE(18:1(9Z)/24:0)
Phosphatidylethanolamine Biosynthesis PE(18:2(9Z,12Z)/15:0)
Phosphatidylethanolamine Biosynthesis PE(18:2(9Z,12Z)/18:1(11Z))
Phosphatidylethanolamine Biosynthesis PE(18:2(9Z,12Z)/18:3(9Z,12Z,15Z))
Phosphatidylethanolamine Biosynthesis PE(18:2(9Z,12Z)/20:2(11Z,14Z))
Phosphatidylethanolamine Biosynthesis PE(18:2(9Z,12Z)/20:4(8Z,11Z,14Z,17Z))
Phosphatidylethanolamine Biosynthesis PE(18:2(9Z,12Z)/22:2(13Z,16Z))
Phosphatidylethanolamine Biosynthesis PE(18:2(9Z,12Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))
Phosphatidylethanolamine Biosynthesis PE(18:3(6Z,9Z,12Z)/14:1(9Z))
Phosphatidylethanolamine Biosynthesis PE(18:3(6Z,9Z,12Z)/18:0)
Phosphatidylethanolamine Biosynthesis PE(18:3(6Z,9Z,12Z)/18:3(6Z,9Z,12Z))
Phosphatidylethanolamine Biosynthesis PE(18:3(6Z,9Z,12Z)/20:1(11Z))
Phosphatidylethanolamine Biosynthesis PE(18:3(6Z,9Z,12Z)/20:4(5Z,8Z,11Z,14Z))
Phosphatidylethanolamine Biosynthesis PE(18:3(6Z,9Z,12Z)/22:1(13Z))
Phosphatidylethanolamine Biosynthesis PE(18:3(6Z,9Z,12Z)/22:5(7Z,10Z,13Z,16Z,19Z))
Phosphatidylethanolamine Biosynthesis PE(18:3(9Z,12Z,15Z)/14:0)
Phosphatidylethanolamine Biosynthesis PE(18:3(9Z,12Z,15Z)/16:1(9Z))
Phosphatidylethanolamine Biosynthesis PE(18:3(9Z,12Z,15Z)/18:2(9Z,12Z))
Phosphatidylethanolamine Biosynthesis PE(18:3(9Z,12Z,15Z)/20:0)
Phosphatidylethanolamine Biosynthesis PE(18:3(9Z,12Z,15Z)/20:3(8Z,11Z,14Z))
Phosphatidylethanolamine Biosynthesis PE(18:3(9Z,12Z,15Z)/22:0)
Phosphatidylethanolamine Biosynthesis PE(18:3(9Z,12Z,15Z)/22:5(4Z,7Z,10Z,13Z,16Z))
Phosphatidylethanolamine Biosynthesis PE(18:3(9Z,12Z,15Z)/24:1(15Z))
Phosphatidylethanolamine Biosynthesis PE(18:4(6Z,9Z,12Z,15Z)/16:0)
Phosphatidylethanolamine Biosynthesis PE(18:4(6Z,9Z,12Z,15Z)/18:1(9Z))
Phosphatidylethanolamine Biosynthesis PE(18:4(6Z,9Z,12Z,15Z)/18:4(6Z,9Z,12Z,15Z))
Phosphatidylethanolamine Biosynthesis PE(18:4(6Z,9Z,12Z,15Z)/20:3(5Z,8Z,11Z))
Phosphatidylethanolamine Biosynthesis PE(18:4(6Z,9Z,12Z,15Z)/20:5(5Z,8Z,11Z,14Z,17Z))
Phosphatidylethanolamine Biosynthesis PE(18:4(6Z,9Z,12Z,15Z)/22:4(7Z,10Z,13Z,16Z))
Phosphatidylethanolamine Biosynthesis PE(18:4(6Z,9Z,12Z,15Z)/24:0)
Phosphatidylethanolamine Biosynthesis PE(20:0/15:0)
Phosphatidylethanolamine Biosynthesis PE(20:0/18:1(11Z))
Phosphatidylethanolamine Biosynthesis PE(20:0/18:3(9Z,12Z,15Z))
Phosphatidylethanolamine Biosynthesis PE(20:0/20:2(11Z,14Z))
Phosphatidylethanolamine Biosynthesis PE(20:0/20:4(8Z,11Z,14Z,17Z))
Phosphatidylethanolamine Biosynthesis PE(20:0/22:2(13Z,16Z))
Phosphatidylethanolamine Biosynthesis PE(20:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))
Phosphatidylethanolamine Biosynthesis PE(20:1(11Z)/14:1(9Z))
